"Just walked into the showroom Ather space , madhapur, Hyderabad...Excellent reception and test ride went so smooth and booked my 450x. It's a premium e-scooter just like an apple's iPhone. This scooter is designed perfection to the core. Of course very few minor flaws a...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
I am a two wheeler lover. The ather 450is fulfills my needs by being 1 maintenance free. 2. Excellent pickup. 3. Experience a good regeneration during coasting. 4. Good braking distance to achieve short control. 5 stability on road. 6 comfortable seating arrangement. 7 ...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
"A tad bit overpriced but its the best EV currently in the market don't fall for the trap of ola and simple one, just test drive either way before buying. Ather is a proven commodity for past two years whereas ola and simple don't have it yet. Ather servicing and custome...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"I love this scooter, is it most powerful smart scooter than any other scooter. Suspension is very smooth. Superior Ride. Unbelievable torque I reached a top speed of 93 km/h The sound is like a boing 737 JET. I like this smart display with 4G connectivity... GPS system ...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
Those who are giving Ather 450X bad rating are only rating in terms of pricing though it is somewhat costly but Ather is way to good then any other vehicle out there in market. It's speed and pick-up is awesome and as per my daily use it gives minimum 85 km of mileage p...,"['Everything', '6 months-1 yr', '< 5000 kms', '']"
"Buying Experience: Buying experience is pathetic, i have pre-booked vehicle by seeing an ad with false information. Waited 11 months to receive vehicle. No proper information given at purchase time also. No proper invoice it self. Govt discount will go to company accoun...","['Daily Commute', '> 1 yr', '< 5000 kms', '']"
"Very nice scooter really super fast scooter. I am enjoy driving, very good features thank you Ather, I am driving 75 days no complaints, no problem with this vehicle....","['Daily Commute', '3-6 months', '< 5000 kms', '']"
"its a best bike for city but price is too much. The bike's real cost is around 90k to 100k but its overpriced and the company has many plans. Its cost shows like 2.4k for a year and including service plan but they have raised the price too much, Overall best bike but ne...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
Ride experience is too good. It has wonderful braking confidence in moped category of this segment and the best suspension as well. Color options & design of this model is very much attractive. It would be good if Ather can focus to maximize the charge points through ou...,"['Leisure Rides', 'Never owned', '']"
"Don't know why people are rating this bike low. I am a using this from April 2021, my daily run is 60-62 km, everyday I take my Ather to home and office, there is no single point where I can say I paid too much for this. Honestly I am satisfied and I am feeling more you...","['Everything', '< 3 months', '< 5000 kms', '']"
"Hassle free buying experience with skilled technicians...Replaced my rx 135 with ather450x, liked performance same as rx with 450x. Service persons are too fantastic and best in this price range....Not tired of continues riding at 40 km/h and 85 km/h upto 50km ride.... ...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
Pricing is too much as you need to pay more. No proper assistance. Don't buy Ather go for TVS or Bajaj. Insurance costs you 5000 rupees. Check other electric vehicles as their pricing is less than Ather. TVS iQube is good at its price or check Bajaj Chetak. Wait for mor...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
Pros:- Comfortable in riding. No back pain and good experience while taking delivery. May be more than a 150 cc bike. Brakes are good does the work Seats is like a jelly seat it is also good. Cons:- Subscriptions for facilities I hated it. Range is not getting as descri...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Previous model was around 1.2 lakh now 1.8 lakh, even we can ride petrol bike buy pay 200 per liter more .Also don't get trap for those they say about cost saving for that millage and speed we can buy good bike or scooter for less than a lakh still get a better mileage ...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
Buying Experience: not a happy experience for anyone due to a long waiting period and because of the pricing tag. 1.89 lakh's in Bangalore is the actual price. Only one branch in Bangalore and people need to go there for any small issues. Riding Experience: pickup is th...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
"Cost is very high otherwise is good and no removable battery, need to improve the range of bike cost is very high otherwise is good and no removable battery, need to improve the range of bike....","['Daily Commute', 'Never owned', '']"
The heaviest part of the bike i.E. The battery is above the wheel hub (bearing) line thus making the centre of gravity higher. I have noticed that you cant tilt much when cornering or the vehicle will definitely lose balance. Will be tough to ride this on wet streets in...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']"
It's a beast for the price you pay. You can compare its performance to a Duke 250 on full throttle but ignoring the top speed. It goes up-to 80kmph in the city which is enough and what I liked is the build quality. Things you must keep in mind b4 buying the bike: 1. You...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
My daughters wanted me to buy only electric scooter - for the environment they said. So i booked in august and collected by bike yesterday! riding the bike is an awesome experience... Smooth and effortless ride.. Only issue is the slightly shady billing and invoicing pr...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Riding is excellent, quality up to mark, key is still the best way to operate a two wheeler, acceleration is epic. Ather needs to improve the rear view mirror and increase no of charging stations. Introduce cruise control through software update. Still a good option in ...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
Basically bike is superb no doubt at all. The major issue of people is price TVS IQUBE VS ATHER. ATHER Price includes the charger price but for TVs iqube we have to spend another 8500 rs..no touch screen and I personally visited the showroom the way they take of the cus...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']"
"This is my honest review after riding for 7500 km and 9 months. I bought this bike in Aug 2021. The buying experience was not that great, but all that faded out in the excellent performance and quality of this bike. The riding experience was amazing. What I found was At...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"After the release of ola scooter and especially simple one, I feel cheated. Even a small company like simple one is exceeding by far on every aspect (203 km range, 72 nm torque etc.). Ather has been extorting money in the name of fancy vehicle. Taking advantage of consu...","['Everything', 'Never owned', '']"
I got the bike delivery within 10 days of the order. A very good experience riding the bike. Looks are very attractive performance is best in the segment and live feature is amazing with the online app of ather. The only problem is the range is only 70km after full char...,"['Everything', '< 3 months', '< 5000 kms', '']"
Loved this amazing swadeshi-made vehicle!!! very good performance without any problem. Storage space is quite spacious. The back footrest is very comfortable. Reverse gear is an added advantage. Charging is very easy. Looks good. Customer service is fine. Overall good p...,"['Everything', '3-6 months', '< 5000 kms', '']"
Superb riding experience and its too smooth. Every one should ride the Ather scooter also good mileage and speed on traffic area....,"['Daily Commute', '> 1 yr', '< 5000 kms', '']"
"Riding experience is good but the cost wise its very costly also the price mentioned in ""bikewale"" is also wrong, and its range is the second brand killer for Ather 450x with only 85 kms in a single charge. Ather 450x is the costliest electric scooter in India, its on r...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"To conserve our environment, use of electric vehicles is an proactive action. Electric vehicles help reduce vehicular pollution, noise pollution, greenhouse gas emissions and more. In upcoming years, India is becoming an EV superpower since many e-mobility companies suc...","['Everything', 'Never owned', '']"
"Best electric vehicle this is. Compared to ola and other electric vehicles this is the best I have felt. Though ola gives more range than Ather. For example Ather is like Samsung and iPhone. Others are like oppo, vivo and mi. |From my experience I drive daily for 40-50 ...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
Took a small test drive. Experience was good. The vehicle body frame and design are good. Belt drive may be a under design. The mileage of 85 kms per charge is very low compared to what claimed by ola and simple one. Very very highly priced. (on road rs1.51/- at Chennai...,"['Daily Commute', 'Never owned', '']"
"Just walked into the showroom Ather space , madhapur, Hyderabad...Excellent reception and test ride went so smooth and booked my 450x. It's a premium e-scooter just like an apple's iPhone. This scooter is designed perfection to the core. Of course very few minor flaws a...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
I am a two wheeler lover. The ather 450is fulfills my needs by being 1 maintenance free. 2. Excellent pickup. 3. Experience a good regeneration during coasting. 4. Good braking distance to achieve short control. 5 stability on road. 6 comfortable seating arrangement. 7 ...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
"A tad bit overpriced but its the best EV currently in the market don't fall for the trap of ola and simple one, just test drive either way before buying. Ather is a proven commodity for past two years whereas ola and simple don't have it yet. Ather servicing and custome...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"I love this scooter, is it most powerful smart scooter than any other scooter. Suspension is very smooth. Superior Ride. Unbelievable torque I reached a top speed of 93 km/h The sound is like a boing 737 JET. I like this smart display with 4G connectivity... GPS system ...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
Those who are giving Ather 450X bad rating are only rating in terms of pricing though it is somewhat costly but Ather is way to good then any other vehicle out there in market. It's speed and pick-up is awesome and as per my daily use it gives minimum 85 km of mileage p...,"['Everything', '6 months-1 yr', '< 5000 kms', '']"
"Buying Experience: Buying experience is pathetic, i have pre-booked vehicle by seeing an ad with false information. Waited 11 months to receive vehicle. No proper information given at purchase time also. No proper invoice it self. Govt discount will go to company accoun...","['Daily Commute', '> 1 yr', '< 5000 kms', '']"
"Very nice scooter really super fast scooter. I am enjoy driving, very good features thank you Ather, I am driving 75 days no complaints, no problem with this vehicle....","['Daily Commute', '3-6 months', '< 5000 kms', '']"
"its a best bike for city but price is too much. The bike's real cost is around 90k to 100k but its overpriced and the company has many plans. Its cost shows like 2.4k for a year and including service plan but they have raised the price too much, Overall best bike but ne...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
Ride experience is too good. It has wonderful braking confidence in moped category of this segment and the best suspension as well. Color options & design of this model is very much attractive. It would be good if Ather can focus to maximize the charge points through ou...,"['Leisure Rides', 'Never owned', '']"
"Don't know why people are rating this bike low. I am a using this from April 2021, my daily run is 60-62 km, everyday I take my Ather to home and office, there is no single point where I can say I paid too much for this. Honestly I am satisfied and I am feeling more you...","['Everything', '< 3 months', '< 5000 kms', '']"
"Hassle free buying experience with skilled technicians...Replaced my rx 135 with ather450x, liked performance same as rx with 450x. Service persons are too fantastic and best in this price range....Not tired of continues riding at 40 km/h and 85 km/h upto 50km ride.... ...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
Pricing is too much as you need to pay more. No proper assistance. Don't buy Ather go for TVS or Bajaj. Insurance costs you 5000 rupees. Check other electric vehicles as their pricing is less than Ather. TVS iQube is good at its price or check Bajaj Chetak. Wait for mor...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
Pros:- Comfortable in riding. No back pain and good experience while taking delivery. May be more than a 150 cc bike. Brakes are good does the work Seats is like a jelly seat it is also good. Cons:- Subscriptions for facilities I hated it. Range is not getting as descri...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Previous model was around 1.2 lakh now 1.8 lakh, even we can ride petrol bike buy pay 200 per liter more .Also don't get trap for those they say about cost saving for that millage and speed we can buy good bike or scooter for less than a lakh still get a better mileage ...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
Buying Experience: not a happy experience for anyone due to a long waiting period and because of the pricing tag. 1.89 lakh's in Bangalore is the actual price. Only one branch in Bangalore and people need to go there for any small issues. Riding Experience: pickup is th...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
"Cost is very high otherwise is good and no removable battery, need to improve the range of bike cost is very high otherwise is good and no removable battery, need to improve the range of bike....","['Daily Commute', 'Never owned', '']"
The heaviest part of the bike i.E. The battery is above the wheel hub (bearing) line thus making the centre of gravity higher. I have noticed that you cant tilt much when cornering or the vehicle will definitely lose balance. Will be tough to ride this on wet streets in...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']"
It's a beast for the price you pay. You can compare its performance to a Duke 250 on full throttle but ignoring the top speed. It goes up-to 80kmph in the city which is enough and what I liked is the build quality. Things you must keep in mind b4 buying the bike: 1. You...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
My daughters wanted me to buy only electric scooter - for the environment they said. So i booked in august and collected by bike yesterday! riding the bike is an awesome experience... Smooth and effortless ride.. Only issue is the slightly shady billing and invoicing pr...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Riding is excellent, quality up to mark, key is still the best way to operate a two wheeler, acceleration is epic. Ather needs to improve the rear view mirror and increase no of charging stations. Introduce cruise control through software update. Still a good option in ...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
Basically bike is superb no doubt at all. The major issue of people is price TVS IQUBE VS ATHER. ATHER Price includes the charger price but for TVs iqube we have to spend another 8500 rs..no touch screen and I personally visited the showroom the way they take of the cus...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']"
"This is my honest review after riding for 7500 km and 9 months. I bought this bike in Aug 2021. The buying experience was not that great, but all that faded out in the excellent performance and quality of this bike. The riding experience was amazing. What I found was At...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"Let's start it from its exterior. The ola s1 pro has got fabric body and the battery part is metallic finish to protect the battery. The ola s1 pro has got all led lights including indicators, headlamp, taillamp and the s1 pro has got 2 led headlamps and you can choose ...","['Daily Commute', 'Never owned', '']"
"Took six months more than the promised delivery date. Was stressful as they were giving false dates every time. The ride experience was initially good. However range was going low, a lot of vehicle malfunctions, cannot handle the pillion as the battery was getting overh...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
1. Buying experience: they really made us wait for a very long period. You are sure only when your vehicle is delivered. 2. Riding: it’s very good. It can just beat any vehicle on the road. 3. Looks and performance: amazing looks and superb performance 4. Pro: ride qual...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
Everything is fantastic. You must try the cruise. Also the modes which change the sounds with it are amazing. The cool pick up and the key less features adds up to my fascinating list. So... All I want to say is.. Do not think to buy this . Just go for it....,"['Everything', '< 3 months', '< 5000 kms', '']"
It is just amazing and the top speed on paper is 115 km/h but in real in turbo mode it gives a top speed of 70 km/h and the charging time is not so much because when we see the range after 100% charging the vehicle it gives a range of 147 kms. The charging time is 7 to ...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']"
"Bought online, door delivery service. Smooth ride Good look, best performance, range 145 + km per charge Its good for daily commute and long ride upto 150 km. High speed scooter in this price.129999/- exclusive state subsidy. Good suspension Have some issue with handle ...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
"I riding ola s1 pro its amazing i want to purchase this amazing and low maintenance scooter, if any one purchase a new bike or scooter purchase this Ola scooter was delivered directly to my house. Riding quality is best. Range is also good and braking is best in any sco...","['Daily Commute', 'Never owned', '']"
Please don’t buy ola. They have the most worst customer service.. There is no dedicated customer care number to contact them. Always you will end up chatting with dumb chatbot.. They will not respond for any of your queries. You will be regretting for buying this your w...,"['Daily Commute', '3-6 months', '< 5000 kms', '']"
Buying experience was very good. Scooter was delivered directly to my house. Riding quality is best. Range is also good and braking is best in any scooter till now as it gets front and rear disk brakes. Suspension is awesome. Handling is like a bike. You will love it Lo...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']"
"Buying experience was little complicated but riding experience is too good. Lt looks sexy and unique. Till now ridden 500+ km. It goes smooth. And on hyper mode it goes like creasy. Over all fit and finish is ok, but i am not complaining about it. Boot space is too larg...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Buying experience was good. Delivery person was very friendly. Riding in hyper mode is excellent. Full power pack machine and it easily cross 100 mark, the scooter I received has no gaps or scratches. Have inspected before pre delivery. now final verdict Pros-looks, qua...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
My scooter got delivered on 9th january 2022 My total experience was fine I hope they have dealers because the customer care is worst Pro speed power and build quality has smart features As of now good response from service team The driving experience is super Range is ...,"['Daily Commute', '< 3 months', '< 5000 kms', '']"
"Got the scooter delivered on Jan 3rd, 2022. Payment process : was one of the first early adopters - reserved her for 500 on july 23. 2 months later, paid an advance of 20k, and got an invite to take the test ride 15 days later. Paid the final amount in October, and rece...","['Daily Commute', '< 3 months', '< 5000 kms', '']"
"To own electric vehicles is best bet today. India is the biggest two wheeler market in the world. Ev adoption is increasing rapidly world wide. India is also prepping to become ev super power with great products by ola electric, amo electric bikes, hero electric, Ather ...","['Everything', 'Never owned', '']"
"Yeah, I experienced the best of riding the bike with the amazing features of a digital system without a physical key which is encrypted as a passcode which enables a customer to easier without losing the physical access, Secondly, the side lock system is good and needs ...","['Everything', 'Never owned', '']"
"The worst customer care and the bike is not giving 180 as mentioned it will give around 100 to 120 only. A charge is quickly dropping. It's not recommended for long rides (you can take 10 to 15 kms if emergency) You may think of saving the cost of petrol, but it will wa...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
"Huge range drop, vehicle stops in between even when it has a range of 50-60 kms. The company doesn't any solution to it. Before purchasing, it said it had a range of 180 kms as it came it never even displayed more than 119 kms. No service at all, you have to wait 15-20 ...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
"I booked ola just to get a test ride by paying an advance of 500. I should say I was bowled over when I did the test ride. I was not serious to buy ola but then when they gave the gerua colour offer on holi, i bought it. From the date of full payment, I got the vehicle ...","['Occasional Commute', '< 3 months', '< 5000 kms', '']"
"I booked s1 pro on dussera 2021 with an expectation to be delivered by the year-end, booking amount was 500 rs so wasn't much wishful, as I booked a tesla model 3 on 2016 which is never delivered in India (1000 usd booking). Anyways was surprised to receive a mail near ...","['Leisure Rides', '< 3 months', '< 5000 kms', '']"
"I buy online but no finance options are available for me even though my cibil was 790, so I made a down payment 1.56 lac. The riding experience is awesome. I purchased this ev just for looks and features. I only need servicing one time and my ev picked up and drop to my...","['Daily Commute', '3-6 months', '< 5000 kms', '']"
Performance is good but the thing is range will drop drastically to 0 sometimes and the service team is very worst they will keep scooter 20-30 days with them and won't solve the problems completely. For a new scooter they took it around 10-12 times to the service stati...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']"
