"I never owned revolt bike,but when i seen first i think to buy .Its look is awesome, performance is best than others,design and technology used is first seen in revolt.This is better than any other bikes in all the features its no.1 ,i wish to buy revolt for my personal...","['Everything', 'Never owned', '']", 4
"First electric bike in India. Revolt rv400 Based in ai Easy to charge Stylish and comfortable Easy emi, Ride to free and live free Eco friendly No petrol. Customize sound effect. Gps enabled. Control with smartphone. Bluetooth connectivity. Best for city ride Robotic lo...","['Everything', '< 3 months', '< 5000 kms', '']", 4
"Booked on 5th oct and got on Dhanteras, very nice experience and riding is like a sport bike pick up is great. Looks decent and battery performance us very good. Service and maintenance is not done as bike is run only 100 km. Pros Eco friendly Double disk brakes Nice pi...","['Everything', '< 3 months', '< 5000 kms', '']", 4
I really enjoyed this bike for city use its perfect bike and you can use it according to you. If you need average you can use low battery consumption mode other than this this bike looks sporty if you ride on the this bike so you will feel that its a sport bike and i li...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 5
"Battery life is good, puck is extraordinarily...I like this bike very much ...No tension of refueling....In city riding it is the best i have ever seen...The special about this bike is 7 year battery makes trusted vehicle. it is the first even electric bike which is cap...","['Everything', '3-6 months', '< 5000 kms', '']", 5
I have seen videos. Revolt rv 400 will sure bring the change in market also in future. I like the futuristic technology anti-theft system gps service. More over the sound system for exhaust but would love to have bluetooth connection to the speakers so can play songs. I...,"['Daily Commute', 'Never owned', '']", 5
"I have not ridden the bike, but looking so good & dashing. I want bike in my home town patna city. Initial cost high but running cost is very low according to petroleum bikes & pollution free to air & sounds. It's natural & renewable type of energy bike specially for me...","['Daily Commute', 'Never owned', '']", 5
I see this bike at kirti nagar delhi industrial area i drive my bike but another rv400 driver overtakes me without any noise this is great experience for me .. I really want to purchase this bike... But cost is very high and bike specifications are clearly mentioned i t...,"['Occasional Commute', 'Never owned', '']", 4
"I purchased my Bike before 1 week on 37 EMI's, Total cost of 1.5 Lac, Total drive experience of 500 Km. I can say smooth and quick running, very good driving experience, After one full charge of Bike performance are as per below 1. at Max. speed limit of 42 km/Hrs. tota...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 4
It looks like a good bike. Dashing look. Mesmerizing. What not to say about it. It is like fz of yamaha. Very good as it is electric vehicle. You can use it .It is little more costly but can be a good option. It should praise your interest towards electric vehicle....,"['Leisure Rides', 'Never owned', '']", 4
"Rv400 is good e-bike we are sharing with you our good and bad experience, bike pickup look like petrol bike, led lamp is give us best vision in night, average is good no daily petrol tension.Bad experience- no central stand, no option for leg guard, siting no comfortabl...","['Daily Commute', '> 1 yr', '5000-10000 kms', '']", 4
The biggest issue before going electric is range and performance. The bike is below mediocre in both. Stated range of 100 km is not enough. If we travel 30km to and fro add to it the loss of inefficiency we are staring at 70-80 kms range which would put battery to its l...,"['Daily Commute', 'Never owned', '']", 2
Its very comfortable and superb ride and mileage is last long very simple and useful. Low maintenance bike easy to maintain. Lovely experience just like pocket friendly and its high demand in market when my friend purchased i think so many company bike but my opinion go...,"['Daily Commute', 'Never owned', '']", 5
I have seen its feature And amazing 7 and half year battery warranty make me happy And 150 km in one charge. It's amazing road touch performance and sporty look make me to purchase this bike.Right now m stuck at gujrat. I will purchase it when i will be in mumbai city a...,"['Everything', 'Never owned', '']", 5
It's amazing bike. all type of service are nice. Look is better then all other bike. Pollution free bike and more grater than petrol bikes. RV400 bike is more Features than other Electric bike. It's key is very good. It's remote control bike....,"['Daily Commute', 'Never owned', '']", 5
"It was easy to buy, Good ridding experience, Nice look, Easy maintenance and low maintenance. It was good buying this bike It is quite powerful for a electric bike Servicing and maintenance is quite easy. Riding experience was quite good. it is comfortable....","['Occasional Commute', '3-6 months', '> 15000 kms', '']", 4
"Buying experience: not great. While booking the bike, the price was 1.38lacs ( on-road price). They called me after 2 months, and when I asked about the manufacture date, they said it's the last year, I refused to take it. Again I got a call in may to make the payment, ...","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 3
"So here's something to ponder and consider before you make a purchase of the revolt rv 400. I had the terrible misfortune of having booked and fully paid for the electric bike. 1. For one, the delivery of the bike is delayed and after claiming 100% amounts in advance 2....","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"It is a good performance bike ever in electronic bike or scooty in India. All of things, just about its breaking system, damn cool also speed is perfect. Most popular thing is its three mode system, and also the super bike sound system . Thank you revolt. Its all value ...","['Everything', 'Never owned', '']", 5
"Sales after service are very poor, Many parts are not available in Revolt Showroom, Service associates are helpless and have the same answer that parts are not available every service scheduled. 1st & 2nd service done by giving washing and cleaning by Air compressor onl...","['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 1
"Details about looks, performance etc is very best,this is low buying bike and best riding bike, this servicing and maintenance is better easy. Pros and cons is better and it's maintenance is very easy. This is one of the most super bike and this bike is very shiny and l...","['Everything', 'Never owned', '']", 5
"This bike good for city ride. But this bike have lots of issue like, 1. Remote of the bike haves lot cheap quality it have been replaced twice in a year. 2. Front suspension is very stiff. 3. Service network is worst. 4 . Spare part availability is the biggest issue. 5....","['Daily Commute', '6 months-1 yr', '10000-15000 kms', '']", 2
"One of my close aides owns it I had ridden his this vehicle, a terrific scooter like TVs wego which I own since 2012, balance manageability, terrific look, outstanding performance on road, cons range should be more, less pricing as if it's at per with wego price more bu...","['Occasional Commute', 'Never owned', '']", 5
We all checked the bike's capacity to be 150 km's ( for 1 full charge). now its given only 80 who the hell wants to pay 1 lakh for just 80 km's. We don't need max speed for 70 km. Just 40 km/hr. is more than enough. For better safety. How many accidents need to happen ....,"['Daily Commute', 'Never owned', '']", 1
"I want to buy a electric bike in my city but there are no dealers here, so please give the dealership address in anantapur as early as possible....","['Daily Commute', '> 1 yr', '> 15000 kms', '']", 5
How good the TVS iQube EV scooter is a very much premature stage to claim how good it is in the field conditions. But some of the points to be looked can be discussed as follows. Battery - with it’s 2.2 kw battery it’s more than enough in city ride conditions say for ev...,"['Daily Commute', 'Never owned', '']", 5
"I have used jupiter and activa both. But this is an electric vehicle technically but when it comes to riding experience it feels the same. So my suggestion is to go for it! The best pro is savings, savings and savings! Buy one asap!! A. It's an Indian brand. B. Make cle...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
"Hello, I purchased tvs iqube in march 2021, it has run 3000 km for 3 months and now there are many problems related to the speed, motor and several other problems. Full battery charging takes 6-7 hours, not satisfied by its performance, also still there are no proper se...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 2
Buying experience - Chennai on road price is 115580/- but they are charging hefty amount on charger cable. Simple charger cable with industrial socket they have priced it as Rs.8260 which should be priced only Rs.2000/- to Rs.3000/-. Tvs has maintained vehicle price equ...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 3
"I brought iqube in march 2021 used for about 1400 kms and the motor is dead, The vehicle was dropped at prn motors and its been 25 days now and still the replacement is not done, the display is a waste in the bike, Maps don't work, at least clock I expected and that too...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"The tvs iqube is supposed to be a game changer for tvs in its ev debut but sadly it is let down by step motherly treatment by tvs itself. Buying was problematic as tvs as chosen only 4-5 showrooms in all of bangalore to sell iqube. For some reason, showrooms are not ent...","['Occasional Commute', '6 months-1 yr', '< 5000 kms', '']", 3
First 7k kms no issues. Later rear wheel had a bend had to wait for nearly 3 months to get the entire engine assembly replaced as only the rim cannot be removed. After that rode for 400 kms bike suddenly stopped. Called road side assistance was informed as the bike is m...,"['Daily Commute', '> 1 yr', '5000-10000 kms', '']", 1
Don't buy this vehicle unless you have a near by tvs iqube service center. You will not get service in any other tvs service centers and there is not many service centers over the country. And you will lose your warranty benefits for any delay in servicing the vehicle. ...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 1
If any issues come in scooty parts not available at service centre & waiting time of part approximately 2 to 3 month come. I had bought this scooty & I show the service centre many of scooty come many problems & machine says the part is not available right now at servic...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 1
Performance is very poor on this bike. The charging problem is a very big thing. Worth money. Don't spend the money on this bike. My bike is standing in the service center of tvs iqube for a long time. I am very disappointed. Nobody can hear me because I purchased this ...,"['Everything', '> 1 yr', '< 5000 kms', '']", 1
"I purchased this in April 2022 and the sales staff was clueless about the new vehicle launch in May 2022. I asked specifically if there is a new model coming but they had no idea. The scooter is well built and has good features but compared to other ev scooters, it lack...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 3
"I bought tvs iqube on sep 14 2021 and within one week it disappointed me according to the body condition, the rear housing panel cracked. I was not aware that its a manufacturing defect and I spent my money and replaced it, but after that within 4 to 5 days i went to th...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 2
"The price is good with the features available on a scooter. The state govt of Chhattisgarh should also give a subsidy on this. The color range is also wide and the features like disk brack, mobile charging, etc are really very useful. The person who travels daily 60-90 ...","['Daily Commute', 'Never owned', '']", 4
"Let's start it from its exterior. The ola s1 pro has got fabric body and the battery part is metallic finish to protect the battery. The ola s1 pro has got all led lights including indicators, headlamp, taillamp and the s1 pro has got 2 led headlamps and you can choose ...","['Daily Commute', 'Never owned', '']", 4
"Took six months more than the promised delivery date. Was stressful as they were giving false dates every time. The ride experience was initially good. However range was going low, a lot of vehicle malfunctions, cannot handle the pillion as the battery was getting overh...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
1. Buying experience: they really made us wait for a very long period. You are sure only when your vehicle is delivered. 2. Riding: it’s very good. It can just beat any vehicle on the road. 3. Looks and performance: amazing looks and superb performance 4. Pro: ride qual...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 4
Everything is fantastic. You must try the cruise. Also the modes which change the sounds with it are amazing. The cool pick up and the key less features adds up to my fascinating list. So... All I want to say is.. Do not think to buy this . Just go for it....,"['Everything', '< 3 months', '< 5000 kms', '']", 5
It is just amazing and the top speed on paper is 115 km/h but in real in turbo mode it gives a top speed of 70 km/h and the charging time is not so much because when we see the range after 100% charging the vehicle it gives a range of 147 kms. The charging time is 7 to ...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 5
"Bought online, door delivery service. Smooth ride Good look, best performance, range 145 + km per charge Its good for daily commute and long ride upto 150 km. High speed scooter in this price.129999/- exclusive state subsidy. Good suspension Have some issue with handle ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"I riding ola s1 pro its amazing i want to purchase this amazing and low maintenance scooter, if any one purchase a new bike or scooter purchase this Ola scooter was delivered directly to my house. Riding quality is best. Range is also good and braking is best in any sco...","['Daily Commute', 'Never owned', '']", 5
Please don’t buy ola. They have the most worst customer service.. There is no dedicated customer care number to contact them. Always you will end up chatting with dumb chatbot.. They will not respond for any of your queries. You will be regretting for buying this your w...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
Buying experience was very good. Scooter was delivered directly to my house. Riding quality is best. Range is also good and braking is best in any scooter till now as it gets front and rear disk brakes. Suspension is awesome. Handling is like a bike. You will love it Lo...,"['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 5
"Buying experience was little complicated but riding experience is too good. Lt looks sexy and unique. Till now ridden 500+ km. It goes smooth. And on hyper mode it goes like creasy. Over all fit and finish is ok, but i am not complaining about it. Boot space is too larg...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"Buying experience was good. Delivery person was very friendly. Riding in hyper mode is excellent. Full power pack machine and it easily cross 100 mark, the scooter I received has no gaps or scratches. Have inspected before pre delivery. now final verdict Pros-looks, qua...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 4
My scooter got delivered on 9th january 2022 My total experience was fine I hope they have dealers because the customer care is worst Pro speed power and build quality has smart features As of now good response from service team The driving experience is super Range is ...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"Got the scooter delivered on Jan 3rd, 2022. Payment process : was one of the first early adopters - reserved her for 500 on july 23. 2 months later, paid an advance of 20k, and got an invite to take the test ride 15 days later. Paid the final amount in October, and rece...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"To own electric vehicles is best bet today. India is the biggest two wheeler market in the world. Ev adoption is increasing rapidly world wide. India is also prepping to become ev super power with great products by ola electric, amo electric bikes, hero electric, Ather ...","['Everything', 'Never owned', '']", 4
"Yeah, I experienced the best of riding the bike with the amazing features of a digital system without a physical key which is encrypted as a passcode which enables a customer to easier without losing the physical access, Secondly, the side lock system is good and needs ...","['Everything', 'Never owned', '']", 5
"The worst customer care and the bike is not giving 180 as mentioned it will give around 100 to 120 only. A charge is quickly dropping. It's not recommended for long rides (you can take 10 to 15 kms if emergency) You may think of saving the cost of petrol, but it will wa...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
"Huge range drop, vehicle stops in between even when it has a range of 50-60 kms. The company doesn't any solution to it. Before purchasing, it said it had a range of 180 kms as it came it never even displayed more than 119 kms. No service at all, you have to wait 15-20 ...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
"I booked ola just to get a test ride by paying an advance of 500. I should say I was bowled over when I did the test ride. I was not serious to buy ola but then when they gave the gerua colour offer on holi, i bought it. From the date of full payment, I got the vehicle ...","['Occasional Commute', '< 3 months', '< 5000 kms', '']", 3
"I booked s1 pro on dussera 2021 with an expectation to be delivered by the year-end, booking amount was 500 rs so wasn't much wishful, as I booked a tesla model 3 on 2016 which is never delivered in India (1000 usd booking). Anyways was surprised to receive a mail near ...","['Leisure Rides', '< 3 months', '< 5000 kms', '']", 5
"I buy online but no finance options are available for me even though my cibil was 790, so I made a down payment 1.56 lac. The riding experience is awesome. I purchased this ev just for looks and features. I only need servicing one time and my ev picked up and drop to my...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 4
Performance is good but the thing is range will drop drastically to 0 sometimes and the service team is very worst they will keep scooter 20-30 days with them and won't solve the problems completely. For a new scooter they took it around 10-12 times to the service stati...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
I am using scooter 5 months above But not 1 problem my ola s1 pro All part is of the best quality Off roed use bettar expriance No fire expriance (ignore fake news) Top performance Full charge and 131 mileage It's my second scooter but experience no.1 The price segment ...,"['Everything', '6 months-1 yr', '< 5000 kms', '']", 5
"1. Buying experience: they really made us wait for a very long period, took 2 months more than the promised delivery date. 2. Riding: it is just amazing and the top speed on paper is 115 km/h but in real in turbo mode, it gives a top speed of 70km/h and the charging tim...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 4
"Easy to purchase, easy to ride with good pickup, looks awesome with simplicity, performance as per company commitments, servicing and maintenance is low in cost and on time. Pros - save fuel and also save nature without making pollution of air and sound and cons- is cha...","['Everything', '3-6 months', '5000-10000 kms', '']", 5
Bought an ola during the holi window. Procedural time is understandable. Delivery was pathetic there was a dispute between the transporter and truck owner the vehicle was helped up on the truck for 3 days. The rep was rude but answered the mobile. Riding the scooter has...,"['Occasional Commute', '< 3 months', '< 5000 kms', '']", 4
"I haven't bought this yet but was thinking. The riding review with one of my friends was little jerky while riding. The looks of this bike are very much different from other EVs its eye-catching, cool looks with multiple color options to choose from. Can't talk about th...","['Daily Commute', 'Never owned', '']", 3
"Buying experience is still frustrating. Riding the S1 Pro is great. Software is full of bugs. It abruptly goes into reverse mode without any input, even when the cluster shows that it is in forward mode. Power delivery is not consistent. Battery reaches high temperature...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 1
"Worst bike and the service, it was the biggest mistake of buying this bike, since a year now the battery had a problem and no replacement, the battery is costing half of the new bike so it's totally waste. There is no service station in goa, they have to come from kolha...","['Occasional Commute', '> 1 yr', '< 5000 kms', '']", 1
I purchased this Hero branded before 6 years. There is problem with battery from the beginning. But dealer not serviced and in 7 months totally bike was stopped. Also dealer told purchase new battery. He is not replace or service battery and after some days dealership a...,"['Daily Commute', '> 1 yr', '5000-10000 kms', '']", 1
"Horrible bike. After driving it for a year, I know in and out of this bike and its support. And my opinion is don't ever buy this junk bike. Reasons. 1. Company claims wrong figures about its mileage of 55 km/battery. My bike never gave me more then 45 km/battery. Compa...","['Daily Commute', '6 months-1 yr', '10000-15000 kms', '']", 1
"Bought in Nov 2020, within 1 week suspension started making noise, dealer keep saying that there are so spares and it's been 4 months nothing got fixed. Using the same way even it makes noise. Quality of the bike is low. The only advantage is that we could avoid petrol ...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 3
"Everyone should own this type of e vehicles to step against global warming. Optima hx is very good handling scooter with single li ion battery. I request to everybody. Please go for e-vehicles to save our environment & planet. Optima hx provides anti theft alarm too, wh...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 5
"I bought new optima hx on December 20. 3 month usage reviews. Buying good, riding good with solo. Looks excellent. 1.They shows 80km city mileage. No actually you can get 40 to 50 km per charge only. 2. Capacity 2 member and 150 kg. ride solo get better mileage that to ...","['Daily Commute', '< 3 months', '< 5000 kms', '']", 3
"Actually that was my friends bike. But I used it for some occasions, I will precisely say this is best and ever for smoothie rides and a perfect fit for the middle class peoples. it's is the beauty of perfect ride and even eco friendly too....","['Everything', 'Never owned', '']", 5
"Poor quality material is used, Within 2 months seat joint is broken. Small kid's toy's material is better than the material used in the bike. There is no shock up while using break. too much bad quality. There is no indication of battery level. Not to buy this bike in y...","['Daily Commute', '3-6 months', '> 15000 kms', '']", 1
Good vehicle but the range is a bit less as compared to expectations. Quality is lesser as compared to petrol counterparts however very very economical and good for short city rides not good for highway rides or long rides. For longer range pay additional and buy 2 batt...,"['Daily Commute', '6 months-1 yr', '5000-10000 kms', '']", 3
"Horrible bike. After driving it for a year, i know in and out of this bike and its support. And my opinion is don't ever buy this junk bike. Reasons 1. Company claims wrong figures about its mileage of 55 km/battery. My bike never gave me more then 45 km/battery. Compan...","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
"Best riding on road, best experience nice look, money saving best mileage best for school and collage and children not this youngster, nice warranty in a scooter, nice speed, nice service and maintenance ....","['Daily Commute', '> 1 yr', '< 5000 kms', '']", 5
Very bad experience from dealer . I bought photon model in 2017. Dealer do very bad servicing of vehicle . Any one or more part found broken in every servicing . So with in 2 years my vehicle is very noisy . Battery quality is not good . It's life cycle is about 1.5 or ...,"['Daily Commute', '> 1 yr', '10000-15000 kms', '']", 1
"1. Good2.Load capacity below 100 kg 3.Good looks but using low quality plastic body4 no spare parts available in service center immediately. Book and waiting method. Vehicle returned more than one week's after serving5.Loding capacity less than 100kg, using low quality ...","['Tours', '3-6 months', '< 5000 kms', '']", 1
Hero optima is best electric scooter This is the best of one in other brand. You purchase this scooter and enjoy you wonderful ride. My advice for nature lover use this hero electric scooter self and your family persons. Hero electric bike is more comfortable for a our ...,"['Everything', '6 months-1 yr', '5000-10000 kms', '']", 5
Bought it amidst lockdown. Congratulations to hero electric for venturing into the field of riding with zero emission. Really appreciate such moves. Riding experience is good. Better suited for single riding rather than double carrying.. The battery of vrla model doesn'...,"['Daily Commute', '< 3 months', '< 5000 kms', '']", 4
I bought from optima from st. Thomas agency thrissur on june 2018.After 1 month the shop is shut down.This is the waste experience after only 20 month the controller is damaged and no spare part available. No resale value. Not reliable scooter. Poor and performance is n...,"['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
"I purchased hero electric optima and was thrilled at owning an environment friendly zero emission electric vehicle. Unfortunately that was the only thing i could be thrilled about. In exactly 16 months, the battery died. The mechanic visited my premises and give the sad...","['Occasional Commute', '> 1 yr', '< 5000 kms', '']", 1
"This is a really bad bike, it has been 15 days since i bought it and it has got problem in the battery. The bike has got really bad feature, low speed, bad body and slips easily.Moreover the dealer like tusha motors etc is a fake dealer that sells these products they gi...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 1
"It's amazing and very comfortable for riding ,colour is beautiful and very good performance .It's charge goes very long lasting ;its not too cost to buy it and looks very great in its pleasant colour It can buy by all types of people .So its outstanding .Little maintena...","['Daily Commute', 'Never owned', '']", 4
My experience is very low this scooty. I am so sad after buying this. Parts are so much costly and and very much light parts are used in their vehicle. Its parts break easily. Don't buy it. Charger quality is very low. Cheated us with very bad products used in a branded...,"['Daily Commute', '3-6 months', '< 5000 kms', '']", 1
"Worst experience from agna hero electric jp nagar bangalore. No proper response from dealers on bike arrival, they said we receive the bike by 2 weeks but they gave the bike after 5weeks. Ride quality is average. Body panels quality is worst. Headlights have loose conne...","['Daily Commute', '6 months-1 yr', '< 5000 kms', '']", 1
"1,2,4 service center not cover warranty any minor problems. I will face many problems this optimal hs500. Very slow scooter. My headlights problems. But service center not response. Worthless scooter. Spare parts also very expensive very slow scooter. My headlights prob...","['Daily Commute', '3-6 months', '< 5000 kms', '']", 2
Service is very poor. 2 months back my battery got damaged till now they didn't respond or repair .Waste service. ....,"['Daily Commute', '> 1 yr', '< 5000 kms', '']", 1
Very good looking bike and need it in my daily local use. Value for money. Comfortable great mileage. Best of the best look wise and mileage wise. Economical and trusted brand. I like it because I have to go to my duty and always problem with petrol filling. So many tim...,"['Daily Commute', 'Never owned', '']", 5
"First of all its not hero motocrop, its completely different company.. No match to other ev riding and build quality. Bike in not stable, handling and suspension are horrible. Fail to climb on steep roads. Motor is not producing enough power. Low quality of plastic, ran...","['Everything', '> 1 yr', '5000-10000 kms', '']", 1
